id,title,artists,pp_artist,k9_cluster
2wCRJwiL1WSrW0Dwfco7Nj,Know Who You Are,"[""Auli'i Cravalho"", 'Vai Mahina', ""Olivia Foa'i"", ""Opetaia Foa'i"", 'Matthew Ineleo']",Auli'i Cravalho / Vai Mahina / Olivia Foa'i / Opetaia Foa'i / Matthew Ineleo,0
4Y8q64VnhD0vFYy9g2WFpi,It Feels So Good,['Sonique'],Sonique,5
7hflY8LpoAi4bUF7hBOWSX,Night And Day,['Raymond Scott'],Raymond Scott,8
7o1D7BNNWa4WAYIJNl0SLQ,NANIMONO (feat. 米津玄師) - Danny L Harle remix,"['Yasutaka Nakata', 'Kenshi Yonezu', 'Danny L Harle']",Yasutaka Nakata / Kenshi Yonezu / Danny L Harle,2
7bzGIvAl75rZB20O9t5a5Z,Monopoly,"['EASYFUN', 'Noonie Bao']",EASYFUN / Noonie Bao,2
3oOvErhSBCs0Bd6VgekYR9,"12 Etudes, Op. 10 (Excerpts): No. 1 in C Major ""Waterfall"" [Live]","['Frédéric Chopin', 'Maurizio Pollini']",Frédéric Chopin / Maurizio Pollini,8
0B2RttXEiyXsMeQ7mMP3EI,Cruel (feat. ZAYN),"['Snakehips', 'ZAYN']",Snakehips / ZAYN,3
04mo8aGpEs0V2XYP8rtA5E,blisters,['serpentwithfeet'],serpentwithfeet,7
5uTfpIHtRxtLTJo0gSqff8,Newark Cypher (feat. Nassie),"['DJ LILMAN', 'Nassie']",DJ LILMAN / Nassie,6
1ZAng3CBSfq4KLQF7oEFtB,All The Sad Young Men - Danny L Harle Remix,"['Spector', 'Danny L Harle']",Spector / Danny L Harle,4
1xN7BpTAWnZkuSLOtRP6Qc,Euphoria - Single Version,['Loreen'],Loreen,5
1EWsVHU4FNAdtN4R8FETag,Push The Feeling On - Mk Dub Revisited Edit,"['Nightcrawlers', 'MK']",Nightcrawlers / MK,5
31NZmnpQihkWw7il2vXfOu,完全形態,['Kyary Pamyu Pamyu'],Kyary Pamyu Pamyu,5
0WF4bfTAgTTnh6RaEKf1lK,Born Naked (feat. Clairy Browne) [Stadium Remix],"['RuPaul', 'Clairy Browne', 'Stadium']",RuPaul / Clairy Browne / Stadium,1
4LIU44C0gLBeSJdrKi82ae,Super Natural (feat. Carly Rae Jepsen) - Autoerotique Remix,"['Danny L Harle', 'Carly Rae Jepsen', 'Autoerotique']",Danny L Harle / Carly Rae Jepsen / Autoerotique,5
4pDqq2SLcpQZn9TXkiiyeR,Memories - Original Mix,"['Scott Brown', 'Plus System']",Scott Brown / Plus System,2
6L35DYriF8W9Bu5HuqLkys,Really Don't Care,"['Demi Lovato', 'Cher Lloyd']",Demi Lovato / Cher Lloyd,3
3PUIVxGDO1WlEaO0ePTYzP,Touch Me,['Eva Tolkin'],Eva Tolkin,3
5YZU5hCuOVNezhwaZfAy3g,Track 6,['felicita'],felicita,0
3v2oAQomhOcYCPPHafS3KV,Opus,['Eric Prydz'],Eric Prydz,4
3MXDEDLmQPSQvoyJIYbIp3,Higher,['Carly Rae Jepsen'],Carly Rae Jepsen,5
3dhPpCQvw3kn7so6mkTbJ3,After Life (feat. Stacy Barthe),"['Tchami', 'Stacy Barthe']",Tchami / Stacy Barthe,4
4XrKWBHDm587nYp6Io33oo,Party Favors (feat. Young Thug),"['Tinashe', 'Young Thug']",Tinashe / Young Thug,3
7he6lozdc8BMqA2dTnonyk,"Tell Me, Tell Me...Baby",['*NSYNC'],*NSYNC,5
1NvAqtx7PytXUytohhYXbk,Secret (Shh),['Charli XCX'],Charli XCX,3
3ghwDnrMU5K6uQ1N97TdYk,Special - Danny L Harle Remix,"['Billon', 'Maxine Ashley']",Billon / Maxine Ashley,2
4Yu4cofaVvQbYSq5aHehD4,Antonio Lotti: Crucifixus a 8,['New London Singers'],New London Singers,8
1nMTBjKdCNPQoZdxsxzTLE,Booty-Whop,['Big Freedia'],Big Freedia,5
3KmJnUN23jLU4P6ecTzhnV,ELLE,['SOPHIE'],SOPHIE,4
2MJhYjlmSHLGblwqnblweV,Purcell : King Arthur : Overture to Act 1,['William Christie'],William Christie,7
2dWB85sLIZN6shUXNKq6lr,Void Vision,['Cyber People'],Cyber People,4
3Lnb561DlckyyTSONuqbLQ,The One,['Carly Rae Jepsen'],Carly Rae Jepsen,5
1XYRz1jsvXmOBNbLE44jCH,Super Natural (feat. Carly Rae Jepsen) - DJ Zinc Remix,"['Danny L Harle', 'Carly Rae Jepsen', 'DJ Zinc']",Danny L Harle / Carly Rae Jepsen / DJ Zinc,4
3r1PDPRXWzXCZJJQeiowfx,Chanting,"['Ornette Coleman', 'Prime Time']",Ornette Coleman / Prime Time,8
1tODhJU9HBb1ScNMXxZY1A,Super Natural (feat. Carly Rae Jepsen),"['Danny L Harle', 'Carly Rae Jepsen']",Danny L Harle / Carly Rae Jepsen,2
2aSnVDiHQuWeEdAonvd5tD,Shining star,['INNA'],INNA,5
4jYyr6UxgAIITQjOA4VT1Y,I Bite Through It,['Oneohtrix Point Never'],Oneohtrix Point Never,4
6sJWjeNP7stpwbuKV3ygFw,"Why Ask You II, MB 63","['John Bull', 'Mahan Esfahani']",John Bull / Mahan Esfahani,8
12nOJO89vc7vuHQUcse2Tq,Mary Mack,['Babyface'],Babyface,3
2Fc3GG0g44NbggiPUKM7AG,Portrait of Tracy,['Jaco Pastorius'],Jaco Pastorius,8
5TPCHtr8uYLKMXijNV8ZEz,Bass Creator,['Basshunter'],Basshunter,2
31S9lns2x8gDVOJjQ5iWCu,Wasserklavier,"['Luciano Berio', 'Tamara Anna Cislowska']",Luciano Berio / Tamara Anna Cislowska,8
4Nem67gauMONGhgtXj69FE,At Night (I Think About You) - Danny L Harle Remix,"['MNEK', 'Kevin Jz Prodigy', 'Danny L Harle']",MNEK / Kevin Jz Prodigy / Danny L Harle,6
6QNVYknUkjgXMHN44LllzC,No Good (Start The Dance) - Edit,['The Prodigy'],The Prodigy,4
5XqX2XLswrtp23AA8wDvYO,Mmmhm,['felicita'],felicita,6
2vmcv4E4FWPuaeF42WcXmT,Messe de Nostre Dame: II. Kyrie,"['Guillaume de Machaut', 'Diabolus in Musica', 'Antoine Guerber']",Guillaume de Machaut / Diabolus in Musica / Antoine Guerber,8
36lB3tfz1hlZ2xU7Tx67G0,Mirror Of Love,['2 Brothers On The 4th Floor'],2 Brothers On The 4th Floor,2
6HUkUySYHOmFCjjBozCBlz,Three Places in New England: The Housatonic at Stockbridge,"['Charles Ives', 'Leonard Slatkin', 'St. Louis Symphony']",Charles Ives / Leonard Slatkin / St. Louis Symphony,8
5Njrdd3SA4fOsDMPVphxSb,Maria Magdalena - Remastered,['Sandra'],Sandra,5
0xs0ewnEb6c2DlY7LjOD7t,Girls Just Wanna Have Fun,['Cyndi Lauper'],Cyndi Lauper,3
1Ppwc43WYFEBXw2n1ePhDY,Footloose,['Kenny Loggins'],Kenny Loggins,2
6ZEAXknmx2mrO3KgcDNpFI,Wake Me Up Before You Go-Go,['Wham!'],Wham!,3
01HfU8E4c9waj3jW9eudLe,All Night Long (All Night) - Single Version,['Lionel Richie'],Lionel Richie,3
2aEuA8PSqLa17Y4hKPj5rr,Cheri Cheri Lady,['Modern Talking'],Modern Talking,3
1BY1Vd2Bt6JPOhMvsIwtVv,Dancing With Myself,['Billy Idol'],Billy Idol,2
77z7uyqzErfQvre6x9fZD8,Video Killed The Radio Star,['The Buggles'],The Buggles,3
3XV94CG6thReMh5yHW9U8t,Take My Breath Away,['Berlin'],Berlin,3
0viZ7D81W8pD65TkzaFkXT,Love Is A Battlefield,['Pat Benatar'],Pat Benatar,3
4NH4xiPQ7TqNGqj6pZV4ki,Karma Chameleon,['Culture Club'],Culture Club,3
1yrNoXJopuBtsL5Vj62ESi,Englishman In New York,['Sting'],Sting,3
28o8m1o9RGtySbmQJtAvym,Africa,['TOTO'],TOTO,7
4CoSCPlKNrWli7E5kFtbcl,Little Lies - 2017 Remaster,['Fleetwood Mac'],Fleetwood Mac,3
2kYnfwjx2KSJIoHf7nBjNL,Dr. Beat,['Miami Sound Machine'],Miami Sound Machine,3
2oWMI54r0qT4N8Xb4C76vq,The Look,['Roxette'],Roxette,3
07ABETRdek3ACMpRPvQuaT,Always on My Mind,['Pet Shop Boys'],Pet Shop Boys,3
2W4HHauPXqsxTGgCMwGwaq,Listen to Your Heart - Swedish Single Edit,['Roxette'],Roxette,2
6hci8n9UowepjRmCc6CKTv,Somebody's Watching Me - Single Version,['Rockwell'],Rockwell,5
4Y5yjzs9FFw5qIgfZBd43I,"Living in America - From ""Rocky IV"" Soundtrack",['James Brown'],James Brown,3
1uBsu3PbD2909UBIfEMLvK,Jumpin' Jack Flash,['The Rolling Stones'],The Rolling Stones,3
0gljI0CtjpdZK6ecidfxto,Wild Thing,['Tone-Loc'],Tone-Loc,3
5HiKQLlJ3LAuz8J9yHB0HX,Teardrops - Single Version,['Womack & Womack'],Womack & Womack,3
7wnagOAqma4Sg6JOGjWr5R,Big in Japan - 2019 Remaster,['Alphaville'],Alphaville,3
6WK9dVrRABMkUXFLNlgWFh,Enjoy the Silence,['Depeche Mode'],Depeche Mode,5
1mie3LbIrkousFz6jwbsaZ,Fame,['London Theatre Orchestra & Cast'],London Theatre Orchestra & Cast,5
63OFKbMaZSDZ4wtesuuq6f,Born To Be Wild,['Steppenwolf'],Steppenwolf,2
5vmRQ3zELMLUQPo2FLQ76x,Smalltown Boy,['Bronski Beat'],Bronski Beat,5
0JIujrQsYJuNKSj5f4PgAm,"Holding Out for a Hero - From ""Footloose"" Soundtrack",['Bonnie Tyler'],Bonnie Tyler,5
1xgqGXZW1udHCjuwjeRDVO,One Night In Bangkok - From “Chess” / Remastered 2016,['Murray Head'],Murray Head,5
5YIF6HSOtHN9HdcE5IPzMe,Funky Cold Medina,['Tone-Loc'],Tone-Loc,5
0CicjlSiN0HdzD2nigN9j4,Sleeping in My Car - Single Version,['Roxette'],Roxette,2
3pa3bhD8hGGeyzqwy5U1Gn,West End Girls - 2001 Remaster,['Pet Shop Boys'],Pet Shop Boys,5
7Crfr7SSFmcxNXi64fKEaB,Heartbreaker,['Pat Benatar'],Pat Benatar,2
1OOtq8tRnDM8kG2gqUPjAj,Beat It,['Michael Jackson'],Michael Jackson,5
5lWFrW5T3JtxVCLDb7etPu,Bad - 2012 Remaster,['Michael Jackson'],Michael Jackson,3
6wdviVWctiZnY6tVn6bh6A,Black or White - Single Version,['Michael Jackson'],Michael Jackson,3
3FdHgoJbH3DXNtGLh56pFu,Conga!,['Miami Sound Machine'],Miami Sound Machine,3
3ibAzRj9JnowdoLkyllk3n,Holiday,['Madonna'],Madonna,3
7bkyXSi4GtVfD7itZRUR3e,Material Girl,['Madonna'],Madonna,3
2qeESyQyH7MRHCBotCQsNq,Hungry Like the Wolf,['Duran Duran'],Duran Duran,3
5npMYgysWSKOIVXj2szeLn,Vogue - Edit,['Madonna'],Madonna,5
5XeSAezNDk9tuw3viiCbZ3,Get Up Offa That Thing,['James Brown'],James Brown,1
44SLjUsOa1ChiuKlIsUmDP,Flashdance… What A Feeling,['Irene Cara'],Irene Cara,3
4jqCold0GXW9c40QyOGD8S,"Maniac - From ""Flashdance"" Soundtrack",['Michael Sembello'],Michael Sembello,5
2oiMNaVCul7qmMzpRStjCg,Land Of Confusion - Remastered 2007,['Genesis'],Genesis,3
3pbtBomO4Zt5gGiqsYeiBH,Upside Down,['Diana Ross'],Diana Ross,5
0erqs4sAtQzuA77j6L771x,I Will Survive,['Diana Ross'],Diana Ross,1
3ISKwLMuxKyp8mkxYpRzSa,Sounds Like a Melody,"['Alphaville', 'Bernhard Lloyd']",Alphaville / Bernhard Lloyd,3
2CYZBGONgPyVBiamkUeaEM,Everybody Wants To Rule The World - Single Version,['Tears For Fears'],Tears For Fears,3
0B5kY9i9bmP7554oU4jRoO,Funkytown - Single Version,['Lipps Inc.'],Lipps Inc.,4
0WkeHIrmIv55e4MhQHwZkB,Celebration - Single Version,['Kool & The Gang'],Kool & The Gang,3
1GVd8euqs4yQxGyIOLJX0c,"Axel F - From ""Beverly Hills Cop""",['Harold Faltermeyer'],Harold Faltermeyer,4
3i17RhgJVzIHoXVoqybyYs,You Give Love A Bad Name,['Bon Jovi'],Bon Jovi,5
3vSn1frPgFcRXrjWOfhMLl,Be My Lover,['La Bouche'],La Bouche,1
1K95m0tusqzkVum2PmzeIk,Livin On A Prayer,['Bon Jovi'],Bon Jovi,3
5IyL3XOaRPpTgxVjRIAxXU,Ziggy Stardust - 2012 Remaster,['David Bowie'],David Bowie,3
7J6hOQSKSGvZGgYIq9Bfv0,Together In Electric Dreams - Extended/2003 Digital Remaster,"['Phil Oakey', 'Giorgio Moroder']",Phil Oakey / Giorgio Moroder,3
5nvSfsMm1MXVvZOxd5ZdBX,Touch Me (I Want Your Body),['Samantha Fox'],Samantha Fox,5
2u8MGAiS2hBVE7GZzTZLQI,I'm So Excited,['The Pointer Sisters'],The Pointer Sisters,3
1kdxZYbXrqBX2hWtw3VFQF,Jump (For My Love),['The Pointer Sisters'],The Pointer Sisters,1
3LW4gWH646tvcOnbzTNn21,It's a Heartache,['Bonnie Tyler'],Bonnie Tyler,3
7LifJa1Ymo6gbe9hSyPefs,Living After Midnight,['Judas Priest'],Judas Priest,3
35iCSlFxyiawRBUOtQAkeT,Summer Night City,['ABBA'],ABBA,5
1iwQoAswnkS5eVlVIXN998,Boys (Summertime Love),['Sabrina'],Sabrina,4
4Cv6ongCvJy9JfSkWVnb5D,Get Down On It,['Kool & The Gang'],Kool & The Gang,5
0xRDqhYsCW6F9LM4s7gY5z,Macho Man,['Village People'],Village People,3
3J9NEWkd9Cx1MwSSvDySkL,Rock the Night,['Europe'],Europe,5
65P4EfIw8ZZ8SBDj0SCKYM,I Want Candy,['Bow Wow Wow'],Bow Wow Wow,3
4mjFMScEvHeM72791mXRCW,In the Navy - Original Version 1979,['Village People'],Village People,5
2Vnw8zKmjhr1jczUeaqiQg,"Hot Stuff - 12"" Version",['Donna Summer'],Donna Summer,3
2vUURMSyxKxluwlyyC85ZM,That's The Way (I Like It),['Dead Or Alive'],Dead Or Alive,1
0d8cGMosMcPJA8UsxQCtZq,You Spin Me Round (Like a Record),['Dead Or Alive'],Dead Or Alive,1
569uHYIB0X324FZOBEhvit,Ghostbusters,['Ray Parker Jr.'],Ray Parker Jr.,3
52eiqvx07YkDMniksvNE61,Can You Feel It,['The Jacksons'],The Jacksons,5
5VMdBZ8E3I5W1Nyv9jyVB0,It's Raining Men,['The Weather Girls'],The Weather Girls,1
2DYtBXueUkZyUZAHKJAAIs,We Are Family - 2006 Remaster,"['Sister Sledge', 'Bernard Edwards']",Sister Sledge / Bernard Edwards,3
1hJOOwxJ97qEQJt6wwtG0o,Manhunt,['Karen Kamon'],Karen Kamon,3
2x4wb3Iwx5fwcK4xUK4DZd,Because the Night,['Patti Smith'],Patti Smith,5
10AwlsmVEASSiWORkKcgRo,Satellit,['Ted Gärdestad'],Ted Gärdestad,3
2UHXVlXCi22EAsg5j9Rkmr,Vill ha dig,['Freestyle'],Freestyle,5
4vWPVWeyKZn1DSMmdbnWBq,Fantasi,['Freestyle'],Freestyle,3
327QSw7cw7DSeAFWN68Mnx,Vem ska jag tro på?,['Di Leva'],Di Leva,2
4UB3TaEGEY9WoOpxYNMgy4,The Safety Dance,['Men Without Hats'],Men Without Hats,3
5xl5582IihbEZAnfj0xyso,Straight Up,['Paula Abdul'],Paula Abdul,3
1UBQ5GK8JaQjm5VbkBZY66,Sharp Dressed Man - 2008 Remaster,['ZZ Top'],ZZ Top,3
7HwFU2mPoiwAGYzL2CB5B3,We Don't Have To Take Our Clothes Off,['Jermaine Stewart'],Jermaine Stewart,5
63M148R74yawOK4CafUhjM,Tell It to My Heart - Single Mix,['Taylor Dayne'],Taylor Dayne,3
6mwZS6fLcQP1wKv3HN3OcY,Maneater,['Daryl Hall & John Oates'],Daryl Hall & John Oates,5
7GHKA8GIMcND6c5nN1sFnD,Sexbomb,"['Tom Jones', 'Mousse T.']",Tom Jones / Mousse T.,5
0XHWClSz0v6RIaRSGqJH3X,Smoke on the Water,['Deep Purple'],Deep Purple,3
50VCMkUozZB9C6hxdS53Nm,Kung Fu Fighting,"[""Count Dee's Silver Disco Explosion""]",Count Dee's Silver Disco Explosion,3
5GHO0VvfNWHv82DZLFmMIU,"I'll Be There for You - Theme From ""Friends""",['The Rembrandts'],The Rembrandts,2
2PwSuNbl09wamnBWntgXms,Give My Life - Radio Edit,['Army Of Lovers'],Army Of Lovers,1
5CyZPkmTBmq61SunRDysna,We Go Together - From “Grease”,"['John Travolta', 'Olivia Newton-John']",John Travolta / Olivia Newton-John,1
5LOPo4Ykl6J74fajSPdady,Sweet Home Alabama,['Lynyrd Skynyrd'],Lynyrd Skynyrd,3
2EKzS2s2VKnbQ7jxyk2WHi,När vi två blir en,['Gyllene Tider'],Gyllene Tider,3
3gix2z7XVD0siCCBf37A4X,Sensuella Isabella,['Tomas Ledin'],Tomas Ledin,3
4KEAxxBg0lEJyN2oIpND6t,Le Freak,['CHIC'],CHIC,3
1Jwc3ODLQxtbnS8M9TflSP,Walk Like an Egyptian,['The Bangles'],The Bangles,3
4MQoct1QCZVGuDHW55aE0k,Come On Eileen,['Dexys Midnight Runners'],Dexys Midnight Runners,3
7nlyWs1cVSNyJ9AvyqVV82,Love Shack - Live,"[""The B-52's""]",The B-52's,1
4fC7KhiZuHg3qZ1rj0fDWT,Rock Lobster,"[""The B-52's""]",The B-52's,3
6JNJERZGJwDVgkmbohBw7u,Self Control,['Laura Branigan'],Laura Branigan,5
2ZjNLT1O0hC1zkNBjxvNI3,Delirio Mind,['Scotch'],Scotch,4
11ZnVkr0UJiTM14qAa8MW1,Grease,['Frankie Valli'],Frankie Valli,3
5NwkWwfRJaT55hEPtCmJHx,You're the Voice,['John Farnham'],John Farnham,1
42fWVeJE1fcefKhXi6SJSn,Dead Ringer for Love (with Cher),"['Meat Loaf', 'Cher']",Meat Loaf / Cher,2
4mn7iv4DYJxPYbPy5R0nPE,"(Shake, Shake, Shake) Shake Your Booty",['KC & The Sunshine Band'],KC & The Sunshine Band,3
4TcXSgMJ4DOklHansquNnc,Happy Birthday,['Altered Images'],Altered Images,2
6acPHreHQgF4jCQzLqLov5,Waiting for a Star to Fall,['Boy Meets Girl'],Boy Meets Girl,3
6N5DRCQUSXT1qQqmqsO92B,Party All the Time,['Eddie Murphy'],Eddie Murphy,3
1IWzfq3sLedGQ3fb2hAMBA,Rhythm Is A Dancer,['SNAP!'],SNAP!,5
5fRvePkRGdpn2nKacG7I6d,Coco Jamboo,['Mr. President'],Mr. President,5
2FAL6hxj5Qxuj0kWOkEOsF,She Bop,['Cyndi Lauper'],Cyndi Lauper,5
5lSOVaPDk7x9Ey6c9DqGZx,Sweet Harmony,['The Beloved'],The Beloved,5
7tZAIFDdk4mTpxyjCmeyR7,Persist and Persevere,['Rob McAllister'],Rob McAllister,8
6XJGpirOP4Bgurcvkdanxb,American Beauty,['Thomas Newman'],Thomas Newman,8
33B1XmfncHqnfkrYZIcHbD,Any Other Name,['Thomas Newman'],Thomas Newman,8
1W8DwfmoosS0v59am8Tcsj,River Song II,"['Eple Trio', 'Jonas Sjøvaag', 'Andreas Ulvo', 'Sigurd Hole']",Eple Trio / Jonas Sjøvaag / Andreas Ulvo / Sigurd Hole,8
4m1O87UP5gIFVpHFmB63Xw,Milton's Tower,"['Joel Corelitz', 'Jeff Russo']",Joel Corelitz / Jeff Russo,8
6YIVnNGvFXGwruyqLQcICm,Cartwheels,['ibi'],ibi,8
1YYTAOi1YMxmGclyO1HH6O,Elwynn Forest,['Jason Hayes'],Jason Hayes,8
4OZXz0xNDrcqWDhHOkJ3Or,Echoes of the Past,['Jason Hayes'],Jason Hayes,8
21EFHSueNgag8la7qdYzuh,Thunder Bluff,['Glenn Stafford'],Glenn Stafford,8
3bcvk1PiCoAKDxizlZuCo1,Dun Morogh,['Jason Hayes'],Jason Hayes,8
7eGW8nUnnOmQOWrqRTmU4W,Moonfall,['Jason Hayes'],Jason Hayes,8
4nIPSXOTSlQFZWd4N27TD0,Sacred,['Jason Hayes'],Jason Hayes,8
5V4Rffg8uzMndi2vLBxonF,Mountains of Thunder,['Glenn Stafford'],Glenn Stafford,8
00CCqFJ8aRpdk77BjcisHL,"Tales of Azeroth (From ""World of Warcraft"")",['ROZEN'],ROZEN,8
2SsJmkp6iZyKzKczgPUbeh,A World Divided,"['Neal Acree', 'Sam Cardon']",Neal Acree / Sam Cardon,8
11GUG8eWXpE2VUsus7sDA5,Hear Me Roar,['Ramin Djawadi'],Ramin Djawadi,8
6iLzFJhs4ATwJn7P1utZIJ,Light of the Seven,['Ramin Djawadi'],Ramin Djawadi,8
1aDklx1GaBqHFowCzz63wU,The Night King,['Ramin Djawadi'],Ramin Djawadi,8
7zhlCB6Ks5UyANVflTXDL4,Blackheart's Bay,['Glenn Stafford'],Glenn Stafford,8
35TLcvvC7syoTQE0QzGVzN,Combat & Extras: E:D Menus,['Erasmus Talbot'],Erasmus Talbot,8
4wNhTgJbhVvbijqd1L4azW,A Land of War and Poetry (feat. Jeremy Soule),"['Brad Derrick', 'Jeremy Soule']",Brad Derrick / Jeremy Soule,4
0DrhapFEF5d9Yzg4v914dp,Awake,['Jeremy Soule'],Jeremy Soule,8
6O9hBwcZKrzCVVhEeoieko,Kyne's Peace,['Jeremy Soule'],Jeremy Soule,8
2gEAHKw83WHPD875YqDHH2,Ancient Stones,['Jeremy Soule'],Jeremy Soule,8
0zke8Vmo0bgbPjxL3pUhqk,From Past to Present,['Jeremy Soule'],Jeremy Soule,8
2PvBmk7wyDBIz5n2ms6B1A,Meeting the Goddess,['Kyle Preston'],Kyle Preston,8
7n6hMHm0X5u4EMsUDqAUuI,Moons of Evening Star,['Brad Derrick'],Brad Derrick,8
0P0SL44GJsBBNEHav9Es69,Magnus Smiles on Suran,['Brad Derrick'],Brad Derrick,8
1QuqujcrL6Iy0FDokChqHF,Inner Sanctum / The Nesting Grounds,['James Newton Howard'],James Newton Howard,8
1Ig5PYAhZaCiCVAdIEcdAC,"""All That Is or Ever Was or Ever Will Be""",['Alan Silvestri'],Alan Silvestri,7
7mrVpt5tGrnmo5O1PMEvjX,"The Planets, Op. 32: II. Venus, the Bringer of Peace","['Gustav Holst', 'Lorin Maazel', ""L'Orchestre National de France"", 'Orchestre National De France']",Gustav Holst / Lorin Maazel / L'Orchestre National de France / Orchestre National De France,8
6pbqeiB2mdzdKqrWE8vKb1,"Epitaph for Boletaria (From ""Demon's Souls"") [Maiden in Black]","['Shinsuke Kida', 'Shunsuke Kida', 'Alex Roe']",Shinsuke Kida / Shunsuke Kida / Alex Roe,8
4ovpoukMngBqldq8V3VPBX,Fantasia on a Theme by Thomas Tallis (excerpt) (Master and Commander: The Far Side of the World),"['Ralph Vaughan Williams', 'New Zealand Symphony Orchestra', 'James Judd']",Ralph Vaughan Williams / New Zealand Symphony Orchestra / James Judd,8
4HabRG5L6FIwjwKFS5tWOq,Wonder,['BrunuhVille'],BrunuhVille,8
6D3i5W5SL5TdsjKhyxvjMy,Harvest,['ASKII'],ASKII,8
6BBHL0nW8RDRZh60EYDycP,Forest Calling,['Bill Brown'],Bill Brown,8
1bemsRXGIucdodYDoAZwHa,"The Council of Elrond Assembles / ""Aníron"" (feat. Enya)","['Howard Shore', 'Enya']",Howard Shore / Enya,8
71vB7favNaz2fZTAUn118Q,Elephant Prologue,['Ramin Djawadi'],Ramin Djawadi,7
1UBd7aWHZCz8yirI9KCvAU,"Becoming one of ""The People"" Becoming one with Neytiri",['James Horner'],James Horner,8
5lDXNxaigYgrUDxmONHdq6,Avatar (The Theme),['The Piano Guys'],The Piano Guys,8
5RL4v9UOM26aW72t7bF9K0,Artemis - Goddess of the Forest and Hills,['Jon Adamich'],Jon Adamich,8
2KA18P3RNYgxnSbK2mwWXb,Hera - Queen of the Gods (feat. Katja Tennigkeit),"['Jon Adamich', 'Katja Tennigkeit']",Jon Adamich / Katja Tennigkeit,7
2zVFbXjDavKzwlpV3zwrM0,Hestia - Goddess of Peace and the Hearth,['Jon Adamich'],Jon Adamich,8
5NAmHoRMpCaohOOb7elVSx,"Apollo - God of Light, Truth, and Healing",['Jon Adamich'],Jon Adamich,8
