id,title,artists,pp_artist,k9_cluster
0yhMmqax6HRAZxI7udEask,"Bitch, Don’t Kill My Vibe",['Kendrick Lamar'],Kendrick Lamar,2
7wdzLe2Gsx1RGqbvYZHASz,i,['Kendrick Lamar'],Kendrick Lamar,5
4iYRa2btalAzPZoSYfROqF,XXX. FEAT. U2.,"['Kendrick Lamar', 'U2']",Kendrick Lamar / U2,6
6IZvVAP7VPPnsGX6bvgkqg,PRIDE.,['Kendrick Lamar'],Kendrick Lamar,5
6SwRhMLwNqEi6alNPVG00n,LOYALTY. FEAT. RIHANNA.,"['Kendrick Lamar', 'Rihanna']",Kendrick Lamar / Rihanna,5
2LTlO3NuNVN70lp2ZbVswF,FEEL.,['Kendrick Lamar'],Kendrick Lamar,6
1EaKU4dMbesXXd3BrLCtYG,ELEMENT.,['Kendrick Lamar'],Kendrick Lamar,6
6HZILIRieu8S0iqY8kIKhj,DNA.,['Kendrick Lamar'],Kendrick Lamar,6
5p3NP9mQblDsVJLdfNZJ3I,GOD.,['Kendrick Lamar'],Kendrick Lamar,3
7KXjTSCq5nL1LoYtL7XAwS,HUMBLE.,['Kendrick Lamar'],Kendrick Lamar,5
0y9uTzK9cNKSAEHnpeRG8C,DUCKWORTH.,['Kendrick Lamar'],Kendrick Lamar,6
1HoyBOU4jgZkB9F0atzgsm,Victory,['Joey Bada$$'],Joey Bada$$,6
7cGFbx7MP0H23iHZTZpqMM,Everybody,['Logic'],Logic,3
3Sz9VwghywEClUXq8vzt2b,Patty Cake,['Kodak Black'],Kodak Black,5
52OInUlQusYhJ6L3zMVLpM,Twenty 8,['Kodak Black'],Kodak Black,3
4eiOk988Prwe5MQnnQtglt,Up in Here,['Kodak Black'],Kodak Black,6
6YOgXjBp1fLqnZfKLCNYhd,Day for Day,['Kodak Black'],Kodak Black,6
6OK2jHQub9ZMGD1blTvprV,Conscience (feat. Future),"['Kodak Black', 'Future']",Kodak Black / Future,2
5Z3GHaZ6ec9bsiI5BenrbY,Young Dumb & Broke,['Khalid'],Khalid,3
4ZT9EKb1iN9Cd5omcHcfoZ,We Want Some P--sy,['2 LIVE CREW'],2 LIVE CREW,5
4E5rL7YL0hVUPqeMSpjEF2,Yesterday - Remastered 2015,['The Beatles'],The Beatles,7
0aOf8m2Y7eGsV17WsuH8Xj,YESTERDAY,['Block B'],Block B,5
1WIfWj5skn5UUZTs4cEFBe,Location,['Khalid'],Khalid,6
03D2t5wn77cpCxH8p99ZvA,BODY,['MINO'],MINO,5
5mCPDVBb16L4XQwDdbRUpz,Passionfruit,['Drake'],Drake,3
343YBumqHu19cGoGARUTsd,Fake Love,['Drake'],Drake,6
3wrP2GVxWH8VpHPOsKhYgz,Zero,['Chris Brown'],Chris Brown,5
2FWquqPNxte8iqZ3ATQG0p,All I Wanna Do (K) (Feat. Hoody & Loco),"['Jay Park', 'Hoody', 'Loco']",Jay Park / Hoody / Loco,6
6fOqEAXCwboCO4BdzbZG1K,La La Latch (Sam Smith/Disclosure/Naughty Boy Mashup),['Pentatonix'],Pentatonix,5
3LnOF5n1GOs01siYZXzS3p,Drowning (feat. Kodak Black),"['A Boogie Wit da Hoodie', 'Kodak Black']",A Boogie Wit da Hoodie / Kodak Black,5
1Rvl8qsKJurfFTyWLBI9ib,"Baby, I Love Your Way","['Big Mountain', 'Tom Lord-Alge']",Big Mountain / Tom Lord-Alge,5
2vzn8usBcuNL93DnTjEK0z,LOSER,['BIGBANG'],BIGBANG,3
3lYvepDz6yYj29z7e4r5z0,FXXK IT,['BIGBANG'],BIGBANG,5
2xbI8Vmyv3TkpTdywpPyNw,Selfish,['PnB Rock'],PnB Rock,5
0VgkVdmE4gld66l8iyGjgx,Mask Off,['Future'],Future,6
5BtyHl1eRqip2PkHhFYzHG,Westside,['The Kooks'],The Kooks,5
0Fi9tYRYSsMPzNVYdgHY7Q,Love Me - Original,['Yiruma'],Yiruma,8
51nXIaBdcQiWnXkjjJkvhO,May Be,['Yiruma'],Yiruma,8
5DNlONEPizmjDnZ4Zr2zCg,Kiss The Rain,['Yiruma'],Yiruma,8
6YPMRaVq2y2Q3dGCYnBJpi,River Flows in You,['Massimo Viazzo'],Massimo Viazzo,8
612VcBshQcy4mpB2utGc3H,"Tears in Heaven - Acoustic; Live at MTV Unplugged, Bray Film Studios, Windsor, England, UK, 1/16/1992; 2013 Remaster",['Eric Clapton'],Eric Clapton,1
4vVTI94F9uJ8lHNDWKv0i2,Eenie Meenie,"['Sean Kingston', 'Justin Bieber']",Sean Kingston / Justin Bieber,3
4zP7ADsgJgHGY6VzxbNp1z,Year 3000,['Jonas Brothers'],Jonas Brothers,3
448hNuS6TH90bjpIHIJqH3,Push It,['O.T. Genasis'],O.T. Genasis,6
1T8PwF3JhIiWwBhun23RNe,Impossible,['Shontelle'],Shontelle,3
2NlTOhsAamXOaZciOXbITb,Cold (feat. Future),"['Maroon 5', 'Future']",Maroon 5 / Future,5
60xaS8mYBKUW4VQQ666N0T,All Night (feat. Knox Fortune),"['Chance the Rapper', 'Knox Fortune']",Chance the Rapper / Knox Fortune,3
3eze1OsZ1rqeXkKStNfTmi,Juke Jam (feat. Justin Bieber & Towkio),"['Chance the Rapper', 'Justin Bieber', 'Towkio']",Chance the Rapper / Justin Bieber / Towkio,0
0WCbhE2evMrIwRM0DlMy9k,Mixtape (feat. Young Thug & Lil Yachty),"['Chance the Rapper', 'Young Thug', 'Lil Yachty']",Chance the Rapper / Young Thug / Lil Yachty,6
2depzNvnAgMFKYnm3moXIc,Kno The Meaning,['Future'],Future,6
2UDumaw7osnyjH7RZ2DLpB,I Am Machine,['Three Days Grace'],Three Days Grace,5
3HE50TVRquwXe9yv2HFoNL,Never Too Late,['Three Days Grace'],Three Days Grace,2
1Q2fYlSdwuutWj3QplhY9q,Riot,['Three Days Grace'],Three Days Grace,2
6rUp7v3l8yC4TKxAAR5Bmx,I Hate Everything About You,['Three Days Grace'],Three Days Grace,5
5Mbz3t8k16WjlDkmXBxmlf,Seventeen,['Rich Brian'],Rich Brian,6
4bdJHQp90ymjEIkkYhcENB,Dat $tick,['Rich Brian'],Rich Brian,3
79ptYtWnpAnsQutzg2xSFk,Cave Me In,"['Gallant', 'Tablo', 'Eric Nam']",Gallant / Tablo / Eric Nam,3
6Xi897JXNLSoIaoYZwgTLc,Dímelo,"['Snakehips', 'Tory Lanez']",Snakehips / Tory Lanez,5
0OFMDmL9dfbuNa31cMYdHW,Act Different,"['Sik-K', 'Mac Kidd']",Sik-K / Mac Kidd,5
4Z2mXXSzuCDEHZtFGmy0X5,Rendezvous,['Sik-K'],Sik-K,3
7tSeCwxEuv5kQWbA3yBHMy,Born to Lead,['Falling In Reverse'],Falling In Reverse,2
5EWPGh7jbTNO2wakv8LjUI,Free Bird,['Lynyrd Skynyrd'],Lynyrd Skynyrd,2
7AWlVWstGjmTmFZACsVkJL,Freakshow,['Rone'],Rone,3
5tFep7dXGd7vEJ668wTPux,Both (feat. Drake),"['Gucci Mane', 'Drake']",Gucci Mane / Drake,6
5UShsJdqJLZkl5JNj1ITlP,DRUGS,['lil aaron'],lil aaron,1
2PtBhfoPZ6VYtXkrE5FrCH,Reflections,['MisterWives'],MisterWives,3
0Zx8khUcEfCFK2AEoIhC92,Don't Leave,"['Snakehips', 'MØ']",Snakehips / MØ,3
51NBMjiv4t1nUiLC9Bim3G,By Your Side,"['Jonas Blue', 'RAYE']",Jonas Blue / RAYE,3
5eYVjWYsfGUqpkzM9uef7Q,Hear Me Now,"['Alok', 'Bruno Martini', 'Zeeba']",Alok / Bruno Martini / Zeeba,3
5mqjkbTgyEzxTQOArWTOs6,Not Going Home,"['DVBBS', 'CMC$', 'Gia Koka']",DVBBS / CMC$ / Gia Koka,3
6jq6rcOikCZAmjliAgAmfT,Light,['San Holo'],San Holo,2
27zK2lkAiqFw7y113I94H5,Just Hold On,"['Steve Aoki', 'Louis Tomlinson']",Steve Aoki / Louis Tomlinson,3
15vzANxN8G9wWfwAJLLMCg,Paris,['The Chainsmokers'],The Chainsmokers,3
1VdZ0vKfR5jneCmWIUAMxK,The A Team,['Ed Sheeran'],Ed Sheeran,7
7qiZfU4dY1lWllzX7mPBI3,Shape of You,['Ed Sheeran'],Ed Sheeran,5
6PCUP3dWmTjcTtXY02oFdT,Castle on the Hill,['Ed Sheeran'],Ed Sheeran,2
6mb6lVLNrcUgLnEN8QnDJd,How Far I'll Go,"[""Auli'i Cravalho""]",Auli'i Cravalho,7
1h6kgem1ai8vUgO1rZOwfB,I Don't Like,"['Chief Keef', 'Lil Reese']",Chief Keef / Lil Reese,3
01Lr5YepbgjXAWR9iOEyH1,Love Sosa,['Chief Keef'],Chief Keef,5
2oHM9KAdFdFvDCaE4V6RST,Hate Bein' Sober,"['Chief Keef', '50 Cent', 'Wiz Khalifa']",Chief Keef / 50 Cent / Wiz Khalifa,3
2rJvc7nSYWBKAuNUMx1Cr2,Don't Like.1,"['Kanye West', 'Chief Keef', 'Pusha T', 'Big Sean', 'Jadakiss']",Kanye West / Chief Keef / Pusha T / Big Sean / Jadakiss,5
7Kbf1qDeDqshPsG2eSonFy,Gave It All I Got,['Kodak Black'],Kodak Black,7
788NX6uCNEVuZW8x5BkQqM,Like Dat,['Kodak Black'],Kodak Black,3
34oWbFBfGEElvgO0a5c9V4,No Flockin',['Kodak Black'],Kodak Black,5
5v7kaZNsnyByrSJOfO8gKq,Skrt,['Kodak Black'],Kodak Black,7
72FNf7DAlWLmuHiLTBcNHY,Hold Back The River,['James Bay'],James Bay,3
57bgtoPSgt236HzfBOd8kj,Thunderstruck,['AC/DC'],AC/DC,2
08mG3Y1vljYA6bvDt4Wqkj,Back In Black,['AC/DC'],AC/DC,2
0Z5ok0QLLttAKsujOZYOXf,Chasing Pavements,['Adele'],Adele,5
6O5TrlFWTYvznd9fMC0VvU,When We Were Young,['Adele'],Adele,2
6U4VqEHy4n5VeiH4pQPL24,You're Welcome,['Dwayne Johnson'],Dwayne Johnson,6
6xbraxG0bSBOuAr5IUXmtM,iSpy (feat. Lil Yachty),"['KYLE', 'Lil Yachty']",KYLE / Lil Yachty,6
6I6NX6tjGsxFAsIfGzY9lJ,Deja Vu,['J. Cole'],J. Cole,6
3MWlVSkoLS1e66nlZ2tuWJ,For Whom The Bell Tolls,['J. Cole'],J. Cole,7
5hTpBe8h35rJ67eAWHQsJx,Caroline,['Aminé'],Aminé,6
7KxhSJOYiqCDclXDBNlFSZ,Kill Em With Kindness,['Selena Gomez'],Selena Gomez,5
7EiZI6JVHllARrX9PUvAdX,Low Life (feat. The Weeknd),"['Future', 'The Weeknd']",Future / The Weeknd,7
3V8sM5OOG6YfDuDLa2IIYJ,Used to This (feat. Drake),"['Future', 'Drake']",Future / Drake,5
563SfWAHJs4FBZMkRN0IFN,Send My Love (To Your New Lover),['Adele'],Adele,5
4PdJSsESm34djLfBde9Pr2,Would I Lie to You - Radio Edit,"['David Guetta', 'Cedric Gervais', 'Chris Willis']",David Guetta / Cedric Gervais / Chris Willis,1
19a3JfW8BQwqHWUMbcqSx8,Famous,['Kanye West'],Kanye West,2
6s3GEN8wK0OMzzzZbXj0fu,Hymn for the Weekend - Seeb Remix,"['Coldplay', 'Seeb']",Coldplay / Seeb,5
1wIQtB3UQ1TfjNMZZqO6eh,everybody dies,['J. Cole'],J. Cole,3
0eneujAc4PxkdjP25Gsue1,False Prophets,['J. Cole'],J. Cole,6
40yJGQyEaBbIkXpwMFkXip,One Night,['Lil Yachty'],Lil Yachty,3
5oyUurs28XRagLa8lgm6V3,Too Much Sauce (feat. Future & Lil Uzi Vert),"['DJ ESCO', 'Future', 'Lil Uzi Vert']",DJ ESCO / Future / Lil Uzi Vert,5
4IeStM4M9uQ1X0s4LdSLuC,(They Long To Be) Close To You,['Carpenters'],Carpenters,7
25BSBxpCtoDbOpVd7cpqbw,Stand Tall,['Childish Gambino'],Childish Gambino,7
6iGPBcdGv5gVGFZiKAGID5,The Night Me and Your Mama Met,['Childish Gambino'],Childish Gambino,7
2qbw3lSGERDdUawZ736wmN,Baby Boy,['Childish Gambino'],Childish Gambino,4
5MKSl2ZHsImt0wOfBAs87U,Terrified,['Childish Gambino'],Childish Gambino,4
6Ik9aiuaoEYxsEKGdQaEJB,California,['Childish Gambino'],Childish Gambino,6
0wXuerDYiBnERgIpbb3JBR,Redbone,['Childish Gambino'],Childish Gambino,3
3YxunxpAExKBEvhuf7wQOK,Riot,['Childish Gambino'],Childish Gambino,3
3rBOkpPCniY6AxOIavGGsg,Zombies,['Childish Gambino'],Childish Gambino,7
0SunFlwqT44E0BU0yrgM7u,Boogieman,['Childish Gambino'],Childish Gambino,3
31tf1qEai5o5f4r66Kd0pU,Me and Your Mama,['Childish Gambino'],Childish Gambino,7
3baESV24ilV6meyqLUh0WU,Have Some Love,['Childish Gambino'],Childish Gambino,1
43jBqV3j3Xi1g6wO0bhIMd,Now and Later,['Sage The Gemini'],Sage The Gemini,5
52qH79XktzCUPkN0dlRbUs,You & Me,"['Marc E. Bassy', 'G-Eazy']",Marc E. Bassy / G-Eazy,3
28kwfhqP0K1f6ll0lpHg45,Words,['Daya'],Daya,3
2DRMuw0U0QbkVQxWxdJV3M,Water Under the Bridge,['Adele'],Adele,5
2s0Dn2mtvp94wUkyaB8nJc,in my miNd,['Maty Noyes'],Maty Noyes,5
0hNduWmlWmEmuwEFcYvRu1,Sunset Lover,['Petit Biscuit'],Petit Biscuit,4
2PC9Tl8SWVO2yhDDtJcrAi,Setting Fires,"['The Chainsmokers', 'XYLØ']",The Chainsmokers / XYLØ,5
3TRFq09DUgYj1mug6RRqJW,Lot to Learn,['Luke Christopher'],Luke Christopher,3
0dXNQ8dckG4eYfEtq9zcva,All Night,"['The Vamps', 'Matoma']",The Vamps / Matoma,2
3oXo5b276GoNWN3DODNIU1,Safe,['Bay Ledges'],Bay Ledges,3
3Ad7e4EdSpnjdLwHVucDyC,Good Luck,['The Undercover Dream Lovers'],The Undercover Dream Lovers,3
7HMpoLpRzfnX1zbhOQBFUw,Do You,['Noah Carter'],Noah Carter,5
4riDfclV7kPDT9D58FpmHd,Some,['Steve Lacy'],Steve Lacy,3
0FZULbfjTHVmm1x3zZ2ghI,Tidepools,['Kevin Blu'],Kevin Blu,5
4NmWUWHsglLlJXvq1pGNsk,Easy Street (feat. Jim Bianco & Petra Haden),"['The Collapsable Hearts Club', 'Jim Bianco', 'Petra Haden']",The Collapsable Hearts Club / Jim Bianco / Petra Haden,6
0hy48SusJtyhy4DNB2rEaS,Cringe,['Matt Maeson'],Matt Maeson,3
0KKkJNfGyhkQ5aFogxQAPU,That's What I Like,['Bruno Mars'],Bruno Mars,3
7fJozqj7NMdvo0zkcXDbgg,Area,['MagnusTheMagnus'],MagnusTheMagnus,5
4aJtCSNlGhw3TgMqL7rbLu,Swing Right Back,['Lif'],Lif,5
1ZX8uNsvwzdDoszb0UCBnM,"In My Foreign (feat. Ty Dolla $ign, Lil Yachty, Nicky Jam & French Montana)","['The Americanos', 'Ty Dolla $ign', 'Lil Yachty', 'Nicky Jam', 'French Montana']",The Americanos / Ty Dolla $ign / Lil Yachty / Nicky Jam / French Montana,2
5w3CRkbTWXfbYepIdFpGUN,On Hold,['The xx'],The xx,3
7JKdB79MjDgH9GE72AChkY,Fall for You,"['Christian French', 'Triegy']",Christian French / Triegy,5
6HEIBHUirx1J0JkUD24szt,Water,['Ugly God'],Ugly God,6
6hQSeh599ce59TGCd8Rn4X,Automatic,['Superfeel'],Superfeel,6
0j2WBxWZnWti5TpSxjJvPb,Love on the Weekend,['John Mayer'],John Mayer,7
6AT4y0b1kkJmY6rvicSMEw,Till You Let Go,['Max Future'],Max Future,7
4G9addS7Yq5ihZBQLXG2Mj,I Don't Know My Name,['Grace VanderWaal'],Grace VanderWaal,7
20dP2DaMHIAmwWAbp7peSr,pick up the phone,"['Young Thug', 'Travis Scott']",Young Thug / Travis Scott,5
5uCax9HTNlzGybIStD3vDh,Say You Won't Let Go,['James Arthur'],James Arthur,7
4gmmRb6bZJffOOiww1JGTO,No Heart,"['21 Savage', 'Metro Boomin']",21 Savage / Metro Boomin,6
4Km5HrUvYTaSUfiSGPJeQR,Bad and Boujee (feat. Lil Uzi Vert),"['Migos', 'Lil Uzi Vert']",Migos / Lil Uzi Vert,6
15k2nBQJ0teDmPZHrOXL2N,Ordinary Life,['The Weeknd'],The Weeknd,5
1E43TJhKcM8hXgM958ROQ1,Love To Lay,['The Weeknd'],The Weeknd,5
6pDVjCUA3B1vg9waKutAsv,Attention,['The Weeknd'],The Weeknd,5
0ifooM33X1iBxVYyOkSbXW,A Lonely Night,['The Weeknd'],The Weeknd,5
1vvNmPOiUuyCbgWmtc6yfm,My Way,['Calvin Harris'],Calvin Harris,5
2K9OuOMhtNGtbbqQhALv8i,Ain't My Fault,['Zara Larsson'],Zara Larsson,5
1oGdVdYjeQvojGKDddxLQQ,True Colors,['The Weeknd'],The Weeknd,6
7MXVkk9YMctZqd1Srtv4MB,Starboy,"['The Weeknd', 'Daft Punk']",The Weeknd / Daft Punk,6
37F0uwRSrdzkBiuj0D5UHI,Reminder,['The Weeknd'],The Weeknd,6
4h90qkbnW1Qq6pBhoPvwko,Sidewalks,"['The Weeknd', 'Kendrick Lamar']",The Weeknd / Kendrick Lamar,5
1WkMMavIMc4JZ8cfMmxHkI,"CAN'T STOP THE FEELING! (from DreamWorks Animation's ""TROLLS"")",['Justin Timberlake'],Justin Timberlake,3
7yyRTcZmCiyzzJlNzGC9Ol,Broccoli (feat. Lil Yachty),"['Shelley FKA DRAM', 'Lil Yachty']",Shelley FKA DRAM / Lil Yachty,3
4F7A0DXBrmUAkp32uenhZt,Party Monster,['The Weeknd'],The Weeknd,3
0AS63m1wHv9n4VVRizK6Hc,Mercy,['Shawn Mendes'],Shawn Mendes,5
6b8Be6ljOzmkOmFslEb23P,24K Magic,['Bruno Mars'],Bruno Mars,3
32lgtADX2cB9I4KFs1Y1py,False Alarm,['The Weeknd'],The Weeknd,2
5knuzwU65gJK7IF5yJsuaW,Rockabye (feat. Sean Paul & Anne-Marie),"['Clean Bandit', 'Sean Paul', 'Anne-Marie']",Clean Bandit / Sean Paul / Anne-Marie,5
33cYcQm6naYAywTtdnrdxP,Call On Me - Ryan Riback Remix,"['Starley', 'Ryan Riback']",Starley / Ryan Riback,3
5o3GnrcFtvkdf3zFznuSbA,Don't Wanna Know (feat. Kendrick Lamar),"['Maroon 5', 'Kendrick Lamar']",Maroon 5 / Kendrick Lamar,3
6fujklziTHa8uoM5OQSfIo,Black Beatles,"['Rae Sremmurd', 'Gucci Mane']",Rae Sremmurd / Gucci Mane,3
0KQxxHsCWjLsYluY5PefId,NOBODY,['lil aaron'],lil aaron,5
4B31QOL13iBeuIsaGD20BS,Pre (feat. SK La' Flare),"['Earl Sweatshirt', 'Sk La Flare']",Earl Sweatshirt / Sk La Flare,3
43tVqovviXhkmOV5LOkTn7,Burgundy (feat. Vince Staples),"['Earl Sweatshirt', 'Vince Staples']",Earl Sweatshirt / Vince Staples,6
0yNecIrNLTIsF5ULCraPgl,20 Wave Caps (feat. Domo Genesis),"['Earl Sweatshirt', 'Domo Genesis']",Earl Sweatshirt / Domo Genesis,6
0fAehaneUJdlSlWXYe1KZp,Sunday (feat. Frank Ocean),"['Earl Sweatshirt', 'Frank Ocean']",Earl Sweatshirt / Frank Ocean,6
6JKoTnberZoBgUuxa6l4Kh,Hive (feat. Vince Staples & Casey Veggies),"['Earl Sweatshirt', 'Vince Staples', 'Casey Veggies']",Earl Sweatshirt / Vince Staples / Casey Veggies,6
5BikEzeYYFtRvR1CL1UTRg,"Sasquatch (feat. Tyler, The Creator)","['Earl Sweatshirt', 'Tyler, The Creator']","Earl Sweatshirt / Tyler, The Creator",1
6mrRJpEOqNEKygu4fesH1e,Centurion (feat. Vince Staples),"['Earl Sweatshirt', 'Vince Staples']",Earl Sweatshirt / Vince Staples,6
1MqC1CyfmBiEgauT4sqhSE,523,['Earl Sweatshirt'],Earl Sweatshirt,8
76wXoUkBme6E5yPhXv6zfR,Uncle Al,['Earl Sweatshirt'],Earl Sweatshirt,6
7y6EHdn8KFJUD2F6zWNWhZ,Guild (feat. Mac Miller),"['Earl Sweatshirt', 'Mac Miller']",Earl Sweatshirt / Mac Miller,6
7lhkOb0VNnTlshwifCEoSr,Molasses (feat. RZA),"['Earl Sweatshirt', 'RZA']",Earl Sweatshirt / RZA,6
1rW2nkUbmKD2MC22YrU8cX,"Whoa (feat. Tyler, The Creator)","['Earl Sweatshirt', 'Tyler, The Creator']","Earl Sweatshirt / Tyler, The Creator",6
49aTv96mDjvlDb74XvVSc9,Hoarse,['Earl Sweatshirt'],Earl Sweatshirt,6
2LbL1HaoZrXrCR538uxUjl,Knight (feat. Domo Genesis),"['Earl Sweatshirt', 'Domo Genesis']",Earl Sweatshirt / Domo Genesis,6
6plT7nFGiXKSBP9HFSI4ef,Chum,['Earl Sweatshirt'],Earl Sweatshirt,6
1gmu96SrVjbwnleHVNpiod,Sweater,['OBB'],OBB,3
2rqUblDWJKlMVwh9uJc0Vv,Yamborghini High (feat. Juicy J),"['A$AP Mob', 'Juicy J']",A$AP Mob / Juicy J,6
4lKqLeuZN7EOp9IjFBuB60,Bling Blaww Burr (feat. Young Dolph),"['Gucci Mane', 'Young Dolph']",Gucci Mane / Young Dolph,3
6JvHYmanlC8FdbeiCztcrR,Campaign (feat. Future),"['Ty Dolla $ign', 'Future']",Ty Dolla $ign / Future,6
7msCKNrI0vZw9H4MIgLnAh,Don't Be A Fool,['Shawn Mendes'],Shawn Mendes,7
3QGsuHI8jO1Rx4JWLUh9jd,Treat You Better,['Shawn Mendes'],Shawn Mendes,6
2MHCiOohBZEQuLgDTPvSzF,Love on Me,"['Galantis', 'Hook N Sling']",Galantis / Hook N Sling,3
099NgYQditsnMhePFr61Fl,Spacin Out,"[""The Mowgli's""]",The Mowgli's,3
0wAbE8PmaALSdGEpfOuk6J,So What,"[""The Mowgli's""]",The Mowgli's,3
6YzO1Ndf7fbyPo4njTTAur,Automatic,"[""The Mowgli's""]",The Mowgli's,2
2YlWk2pdedpxI8sLNKJ5zY,Cool,['Daya'],Daya,6
2rizacJSyD9S1IQUxUxnsK,All We Know,"['The Chainsmokers', 'Phoebe Ryan']",The Chainsmokers / Phoebe Ryan,3
2zM1k4PnL573ayLHqpQaQN,Drug Dealer (feat. Ariana DeBoo),"['Macklemore', 'Ariana DeBoo']",Macklemore / Ariana DeBoo,6
2dDGwvUJFRNRgB6p4AQV50,Front & Center,['Joey Bada$$'],Joey Bada$$,1
19cVww3dRYFzVvslJu2NtL,Get Right,['Jimmy Eat World'],Jimmy Eat World,5
6GG2tkV9PRYGN5rniXPFXZ,Cash Machine,['Shelley FKA DRAM'],Shelley FKA DRAM,3
77dBKEJtA1KqAmAE6cn4zM,Workaholic,['Shelley FKA DRAM'],Shelley FKA DRAM,3
7isbPMomU1kbgaNKOFocGJ,One Time Comin',['YG'],YG,3
4ckuS4Nj4FZ7i3Def3Br8W,Sneakin’,"['Drake', '21 Savage']",Drake / 21 Savage,3
0NTLc38M2fPfeA9nFnI8HJ,Yamborghini High (feat. Juicy J),"['A$AP Mob', 'Juicy J']",A$AP Mob / Juicy J,6
7Kqd2BlcjYzDjzYjrXXR3x,GLOING PAIN$,['lil aaron'],lil aaron,1
2x4myYXKCCJilThhh99Toq,This Town - Tiёsto Remix,"['Niall Horan', 'Tiësto']",Niall Horan / Tiësto,5
7cNhrHKHu6nKTG3hAXI5gz,"Dragon Soul (from ""Dragon Ball Z Kai"")",['NateWantsToBattle'],NateWantsToBattle,1
4jep6dMPP0z7HrN375InoL,Première Gymnopédie,"['Erik Satie', 'Alexandre Tharaud']",Erik Satie / Alexandre Tharaud,8
0H0vPgfSGvt3g4X4Fnmr2N,Don't Beg,['JAHKOY'],JAHKOY,7
1DiJsj5a4zBzWSUWdg2nTv,Campaign Speech,['Eminem'],Eminem,6
0R12GQVU6fmV9ibEvQyxyX,All In,"['Jay Prince', 'Raheaven']",Jay Prince / Raheaven,5
4culHtQRLg5h9ZuLayEQJZ,Go East,['Jay Prince'],Jay Prince,3
5mSJgLW43dmFEMK50ECr0S,"Father, Father",['Jay Prince'],Jay Prince,1
3gY3fTkff4VmZ2XfvU6N4l,home (feat. johnny yukon),"['Garrett Nash', 'Johnny Yukon']",Garrett Nash / Johnny Yukon,2
3IRloeDfPgi7bH5OwXfwkN,No More Interviews,['Big Sean'],Big Sean,6
0TW3dlG3BaF2LNiDkUu10u,California Heaven,"['JAHKOY', 'ScHoolboy Q']",JAHKOY / ScHoolboy Q,5
3waIbY3hXhTdlsOOffGgZw,1000 Times,['JAHKOY'],JAHKOY,5
2gbVPiWjuoZQncypktAwvK,No Regrets,['JAHKOY'],JAHKOY,3
22q7Tnt618vJpdhy67dtqV,F N Sexy,['JAHKOY'],JAHKOY,6
67nH6uwF7F3C7PsZTUNHNH,Selfish,['JAHKOY'],JAHKOY,6
7kUuvMv4yD9wcaBfX4AfMq,Don't Stop The Vibe,['JAHKOY'],JAHKOY,2
1WHo9vIO4O50xQHSycSNUm,Countin,['2 Chainz'],2 Chainz,3
6v6CUE4xyNK9OCodInFPro,Diamonds Talkin Back,['2 Chainz'],2 Chainz,6
39pS70eeDvyCAF3t8NAlVV,Good Drank,"['2 Chainz', 'Gucci Mane', 'Quavo']",2 Chainz / Gucci Mane / Quavo,6
